assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,ea_index,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,id,in_dreamteam,influence,loaned_in,loaned_out,loans_in,loans_out,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
5,5,228,None,None,3,109345,0,0,0,0,432.9,1,0,3,4.5,4.0,2,Solomon,4.5,24,1,91.8,58,False,279.2,0,0,0,0,1457,,None,50,0,0,0,109345.jpg,3.4,0,0,March,1.5,False,20,a,3,36,204.0,64,142708,2529,61542,3205,0.9,12.8,March,0
0,3,111,100,100,0,60307,0,0,-3,3,267.5,1,0,3,1.8,1.3,2,Pascal,1.8,11,1,52.4,59,False,150.4,0,0,0,0,741,,2018-09-03T16:01:13Z,67,0,1,0,60307.jpg,2.2,0,0,Groß,1.5,False,13,a,3,36,106.0,24,47381,58,338969,336,0.3,3.6,Groß,0
0,0,164,100,100,1,66242,0,0,-2,2,79.9,0,0,3,2.0,1.5,2,Davy,2.0,22,0,30.1,60,False,175.2,0,0,0,0,1322,,2018-10-05T21:01:15Z,48,0,0,0,66242.jpg,2.0,0,0,Pröpper,0.1,False,24,a,3,36,45.0,30,2942,70,8263,35,0.4,6.3,Pröpper,1
2,0,67,0,0,2,167473,0,0,-1,1,60.5,0,0,3,0.0,0.0,0,José Heriberto,1.0,6,0,26.0,61,False,58.8,0,0,0,0,565,Knee injury - Expected back 29 Dec,2018-12-04T22:31:16Z,59,0,0,0,167473.jpg,2.4,0,0,Izquierdo Mena,0.1,False,19,i,3,36,140.0,22,4247,7,11928,60,0.2,3.7,Izquierdo,1
0,11,208,100,100,2,20529,0,0,0,0,109.1,1,0,4,2.0,1.5,1,Glenn,2.0,18,8,77.6,62,False,287.4,0,0,0,0,1211,,2018-12-08T14:01:16Z,65,0,0,0,20529.jpg,3.7,0,0,Murray,3.4,False,17,a,3,36,386.0,71,591628,2458,463801,6802,0.3,10.9,Murray,3
0,0,0,0,0,0,38499,0,0,-1,1,0.0,0,0,4,0.0,0.0,0,Tomer,0.0,0,0,0.0,63,False,0.0,0,0,0,0,0,Season-long loan to Queens Park Rangers,2018-08-23T13:01:11Z,49,0,0,0,38499.jpg,0.0,0,0,Hemed,0.1,False,25,u,3,36,0.0,0,1335,4,10764,16,0.0,0.0,Hemed,0
0,0,0,0,0,0,28462,0,0,0,0,0.0,0,0,4,0.0,0.0,0,Sam,0.0,0,0,0.0,64,False,0.0,0,0,0,0,0,Transferred to Reading,2018-08-01T08:30:27Z,45,0,0,0,28462.jpg,0.0,0,0,Baldock,0.3,False,9,u,3,36,0.0,0,1331,20,15534,62,0.0,0.0,Baldock,0
0,3,66,100,100,1,106757,0,0,-2,2,88.6,1,0,4,2.2,1.7,9,Jürgen,2.2,5,1,28.3,65,False,63.4,0,0,0,0,396,,2018-11-10T18:01:14Z,53,0,0,0,106757.jpg,1.8,0,0,Locadia,0.1,False,9,a,3,36,136.0,23,4416,1080,6777,119,0.4,4.3,Locadia,1
0,2,59,100,100,0,93284,0,0,0,0,9.2,0,0,4,3.0,2.5,1,Florin,3.0,6,2,21.0,66,False,81.4,0,0,0,0,363,,2018-09-22T15:31:13Z,50,0,0,0,93284.jpg,2.3,0,0,Andone,0.3,False,10,a,3,36,121.0,21,30190,740,17808,747,0.6,4.2,Andone,1
0,0,0,100,100,0,50093,0,0,0,0,0.0,0,0,1,0.0,-0.5,0,David,0.0,0,0,0.0,179,False,0.0,0,0,0,0,0,,2018-11-08T15:31:14Z,40,0,0,0,50093.jpg,0.0,0,0,Button,1.7,False,27,a,3,36,0.0,0,39549,959,37693,351,0.0,0.0,Button,0
0,0,0,None,None,0,49262,0,0,0,0,0.0,0,0,1,0.0,-0.5,0,Jason,0.0,0,0,0.0,439,False,0.0,0,0,0,0,0,,None,40,0,0,0,49262.jpg,0.0,0,0,Steele,1.4,False,23,a,3,36,0.0,0,21715,283,25225,282,0.0,0.0,Steele,0
1,0,110,None,None,0,209362,0,0,-3,3,87.2,0,0,2,2.0,1.5,2,Bernardo,2.0,11,0,29.2,440,False,197.4,0,0,0,0,742,,None,42,0,0,0,209362.jpg,1.7,0,0,Fernandes da Silva Junior,0.1,False,30,a,3,36,6.0,15,4444,87,9248,102,0.5,3.6,Bernardo,2
0,0,74,None,None,0,227127,0,0,-3,3,98.0,0,0,3,1.3,0.8,0,Yves,1.3,15,0,32.8,466,False,118.8,0,0,0,0,861,,None,47,0,0,0,227127.jpg,1.3,0,0,Bissouma,0.0,False,8,a,3,36,111.0,21,1283,9,2789,15,0.3,4.5,Bissouma,3
0,0,31,0,0,3,165210,0,0,-3,3,58.7,0,0,3,0.0,0.0,0,Alireza,0.0,4,0,17.5,476,False,44.0,0,0,0,0,437,Hamstring injury - Expected back 29 Dec,2018-12-20T15:31:16Z,67,0,0,0,165210.jpg,1.5,0,0,Jahanbakhsh,0.6,False,16,i,3,36,73.0,15,1865,1,46560,94,0.0,2.2,Jahanbakhsh,2
0,0,137,None,None,0,86153,0,0,-2,2,135.0,0,0,2,0.8,0.3,1,Martín,0.8,19,0,36.1,503,False,196.0,0,0,0,0,990,,None,43,0,0,0,86153.jpg,1.1,0,0,Montoya,0.1,False,22,a,3,36,29.0,12,5384,48,10755,44,0.2,2.8,Montoya,2
0,0,0,None,None,0,224117,0,0,0,0,0.0,0,0,4,0.0,-0.5,0,Viktor,0.0,0,0,0.0,551,False,0.0,0,0,0,0,0,,None,45,0,0,0,224117.jpg,0.0,0,0,Gyokeres,0.0,False,42,a,3,36,0.0,0,3519,182,1990,89,0.0,0.0,Gyokeres,0
0,0,0,None,None,0,198869,0,0,0,0,0.0,0,0,2,0.0,-0.5,0,Ben,0.0,0,0,0.0,559,False,0.0,0,0,0,0,0,,None,40,0,0,0,198869.jpg,0.0,0,0,White,0.0,False,28,a,3,36,0.0,0,376,28,125,14,0.0,0.0,White,0
0,0,0,100,100,0,21205,0,0,-2,2,0.0,0,0,1,-0.5,-0.5,0,Tom,0.0,0,0,0.0,67,False,0.0,0,0,0,0,0,,2018-08-12T12:31:12Z,48,0,0,0,21205.jpg,0.0,0,0,Heaton,0.1,False,1,a,4,90,0.0,0,2150,10,5704,25,0.0,0.0,Heaton,0
0,0,0,0,0,0,98747,0,0,-1,1,0.0,0,0,1,0.0,0.0,0,Nick,0.0,0,0,0.0,68,False,0.0,0,0,0,0,0,Lack of match fitness - Unknown return date,2018-07-27T07:01:08Z,49,0,0,0,98747.jpg,0.0,0,0,Pope,0.2,False,29,i,4,90,0.0,0,711,10,14781,39,0.0,0.0,Pope,0
0,0,191,0,None,3,68983,0,0,-4,4,102.8,0,0,2,0.0,-0.3,-1,Matthew,0.2,32,0,34.9,69,False,216.6,0,0,0,0,1177,Suspended until 02 Jan,2018-12-26T19:01:15Z,46,0,0,0,68983.jpg,1.5,0,0,Lowton,0.3,False,2,s,4,90,28.0,21,10698,3,44707,390,0.0,4.6,Lowton,5
2,4,294,None,None,4,51927,0,0,-3,3,65.9,0,0,2,1.3,1.3,0,Ben,1.8,41,0,62.1,70,False,471.2,0,0,0,0,1710,,None,47,1,0,0,51927.jpg,2.3,0,0,Mee,1.9,False,6,a,4,90,84.0,43,85837,168,235219,1656,0.4,9.1,Mee,3
0,0,44,0,0,1,40616,0,0,-3,3,17.2,0,0,2,0.0,0.0,0,Stephen,0.0,6,0,8.5,71,False,48.4,0,0,0,0,228,Knee injury - Unknown return date,2018-10-16T15:31:15Z,47,0,0,0,40616.jpg,2.3,0,0,Ward,0.5,False,23,i,4,90,19.0,7,11394,6,112618,198,0.0,1.5,Ward,1
1,4,250,100,100,3,17761,0,0,-3,3,19.1,1,0,2,3.0,3.0,3,James,3.5,36,3,78.4,72,False,513.6,0,0,0,0,1376,,2018-12-01T15:01:16Z,47,0,0,0,17761.jpg,3.1,0,0,Tarkowski,4.2,False,5,a,4,90,250.0,50,233321,1207,510318,1956,0.7,10.6,Tarkowski,4
1,0,101,None,None,1,41674,0,0,-3,3,11.6,0,0,2,0.7,0.7,0,Kevin,1.2,9,0,16.8,73,False,147.8,0,0,0,0,513,,None,42,0,0,0,41674.jpg,2.7,0,0,Long,0.4,False,28,a,4,90,8.0,16,9602,81,35526,270,0.3,3.8,Long,0
0,1,250,None,None,3,103914,0,0,-1,1,153.0,0,0,2,1.3,1.3,0,Charlie,1.8,37,0,48.8,74,False,310.8,0,0,0,0,1530,,None,44,0,0,0,103914.jpg,1.8,0,0,Taylor,0.3,False,3,a,4,90,23.0,34,19709,138,19252,307,0.4,7.7,Taylor,1
0,0,72,100,100,1,17997,0,0,-3,3,60.5,0,0,2,0.8,0.8,0,Phil,1.3,9,0,15.9,75,False,85.8,0,0,0,0,532,,2018-11-10T14:01:14Z,42,0,0,0,17997.jpg,1.5,0,0,Bardsley,0.1,False,26,a,4,90,12.0,9,2700,31,7700,78,0.3,2.1,Bardsley,4
5,5,216,100,75,4,60586,-1,1,-4,4,334.5,1,0,3,0.8,0.6,1,Johann Berg,1.3,27,2,83.9,76,False,291.2,0,0,0,0,1166,,2018-12-26T14:01:16Z,56,0,0,0,60586.jpg,4.0,0,0,Gudmundsson,1.5,False,7,a,4,90,212.0,60,314652,446,345536,2160,0.2,10.5,Gudmundsson,2
0,0,70,75,75,0,39847,0,0,-2,2,36.6,0,0,3,-0.2,-0.2,0,Steven,0.2,14,0,9.9,77,False,61.4,0,0,0,0,449,Knock - 75% chance of playing,2018-12-04T15:31:15Z,53,0,0,0,39847.jpg,1.7,0,0,Defour,0.0,False,16,d,4,90,0.0,10,841,7,1464,13,0.0,1.9,Defour,0
0,0,113,None,None,1,83314,0,0,-2,2,86.6,0,0,3,0.8,0.8,2,Jeff,1.3,26,1,33.0,78,False,94.2,0,0,0,0,831,,None,53,0,0,0,83314.jpg,1.9,0,0,Hendrick,0.1,False,13,a,4,90,149.0,28,7007,7,12128,33,0.2,5.3,Hendrick,2
1,0,57,75,75,1,90517,0,0,-1,1,118.1,0,0,3,0.5,0.5,0,Robbie,1.2,12,0,25.2,79,False,77.8,0,0,0,0,507,Knock - 75% chance of playing,2018-12-20T16:31:16Z,54,0,0,0,90517.jpg,1.8,0,0,Brady,0.0,False,12,d,4,90,56.0,14,1161,2,2197,16,0.2,2.6,Brady,3
3,0,196,100,100,3,60551,0,0,0,0,231.3,0,0,3,1.2,1.2,2,Ashley,1.7,30,0,58.2,80,False,231.0,0,0,0,0,1201,,2018-08-03T12:31:10Z,45,0,0,0,60551.jpg,2.4,0,0,Westwood,1.4,False,18,a,4,90,116.0,38,178135,251,136164,1118,0.4,8.4,Westwood,3
0,0,0,0,0,0,12813,0,0,-2,2,0.0,0,0,3,0.0,0.0,0,Jonathan,0.0,0,0,0.0,81,False,0.0,0,0,0,0,0,Joined Ipswich Town on loan until January on 30/8. - Expected back 01 Jan,2018-08-30T16:31:13Z,48,0,0,0,12813.jpg,0.0,0,0,Walters,0.0,False,19,n,4,90,0.0,0,585,5,3203,11,0.0,0.0,Walters,0
1,0,221,100,100,4,40145,0,0,-4,4,145.5,0,0,3,2.8,2.8,2,Jack,3.3,36,1,52.1,82,False,242.8,0,0,0,0,1602,,2018-11-10T14:01:14Z,46,0,0,0,40145.jpg,2.4,0,0,Cork,0.6,False,4,a,4,90,130.0,44,22926,794,51562,664,0.7,9.6,Cork,4
1,2,133,0,0,3,17349,0,0,0,0,121.2,1,0,3,0.0,0.0,0,Aaron,0.8,22,1,38.0,83,False,151.6,0,0,0,0,1214,Knee injury - Unknown return date,2018-12-19T01:01:16Z,50,0,0,0,17349.jpg,2.6,0,0,Lennon,0.5,False,25,i,4,90,108.0,41,131120,4,127643,1184,0.2,8.2,Lennon,1
0,7,125,None,None,2,40399,0,0,-2,2,108.1,0,0,4,0.5,0.5,2,Sam,1.0,20,3,53.8,84,False,152.0,0,0,0,0,903,,None,53,0,0,0,40399.jpg,2.6,0,0,Vokes,1.4,False,9,a,4,90,286.0,46,162487,2333,149858,2030,0.2,8.7,Vokes,0
1,5,119,100,100,3,44699,0,0,-4,4,79.2,1,0,4,2.7,2.7,2,Ashley,3.2,15,3,46.9,85,False,138.2,0,0,0,0,712,,2018-07-24T09:01:08Z,56,0,0,0,44699.jpg,2.3,0,0,Barnes,0.4,False,10,a,4,90,257.0,42,32584,1321,62248,510,0.6,7.5,Barnes,2
0,0,0,0,0,0,92383,0,0,0,0,0.0,0,0,4,0.0,0.0,0,Nahki,0.0,0,0,0.0,86,False,0.0,0,0,0,0,0,Season-long loan to Queens Park Rangers,2018-08-23T23:01:12Z,45,0,0,0,92383.jpg,0.0,0,0,Wells,0.9,False,21,u,4,90,0.0,0,13052,25,89749,214,0.0,0.0,Wells,0
0,0,60,100,100,3,60689,0,0,-3,3,77.9,0,0,4,1.0,1.0,1,Chris,1.5,25,1,48.3,87,False,76.2,0,0,0,0,973,,2018-08-12T12:31:12Z,62,0,0,0,60689.jpg,1.7,0,0,Wood,0.2,False,11,a,4,90,336.0,32,17327,136,33957,134,0.2,5.2,Wood,1
0,0,0,None,None,0,39725,0,0,-1,1,0.0,0,0,1,-0.5,-0.5,0,Anders,0.0,0,0,0.0,485,False,0.0,0,0,0,0,0,,None,44,0,0,0,39725.jpg,0.0,0,0,Lindegaard,0.1,False,22,a,4,90,0.0,0,714,4,4351,22,0.0,0.0,Lindegaard,0
0,7,378,None,None,4,15749,0,0,0,0,10.1,2,0,1,2.3,2.3,0,Joe,2.8,41,0,59.5,490,False,586.2,0,0,0,0,1710,,None,45,0,0,1,15749.jpg,3.6,0,77,Hart,8.8,False,20,a,4,90,0.0,69,501004,3458,304768,5067,0.6,15.3,Hart,0
0,0,17,0,0,0,83312,0,0,-2,2,0.4,0,0,2,0.0,0.0,6,Ben,1.0,3,1,7.6,491,False,42.4,0,0,0,0,62,,2018-09-03T16:31:13Z,48,0,0,0,83312.jpg,6.0,0,0,Gibson,0.1,False,14,a,4,90,33.0,6,1004,60,15396,17,0.2,1.3,Gibson,1
0,0,43,100,100,0,81183,0,0,-3,3,22.8,0,0,4,-0.3,-0.3,0,Matej,0.2,6,1,11.8,495,False,44.2,0,0,0,0,262,,2018-08-10T14:31:13Z,57,0,0,0,81183.jpg,1.6,0,0,Vydra,0.0,False,27,a,4,90,54.0,13,2991,23,8671,33,0.0,2.3,Vydra,1
0,0,21,None,None,0,433154,0,0,-1,1,38.8,0,0,3,-0.3,-0.3,1,Dwight,0.2,4,0,7.0,534,False,12.8,0,0,0,0,106,,None,44,0,0,0,433154.jpg,1.0,0,0,McNeil,0.0,False,31,a,4,90,20.0,2,841,12,652,11,0.0,0.5,McNeil,1
0,0,0,None,None,0,432793,0,0,0,0,0.0,0,0,2,-0.5,-0.5,0,Abd-Al-Ali Morakinyo Olaposi,0.0,0,0,0.0,564,False,0.0,0,0,0,0,0,,None,40,0,0,0,432793.jpg,0.0,0,0,Koiki,0.0,False,42,a,4,90,0.0,0,110,23,27,10,0.0,0.0,Koiki,0
0,0,129,100,100,3,48615,0,0,-1,1,102.6,0,0,3,1.5,2.0,1,Harry,2.0,28,0,34.2,33,False,139.8,0,0,0,0,1227,,2018-11-04T12:01:15Z,49,0,0,0,48615.jpg,1.8,0,0,Arter,0.2,False,7,a,5,97,99.0,28,3165,20,11547,53,0.4,5.7,Arter,5
0,8,381,None,None,4,88734,0,0,0,0,0.0,2,0,1,4.0,4.5,10,Neil,4.5,38,0,59.3,88,False,594.6,0,0,0,0,1710,,None,45,0,0,2,88734.jpg,3.8,0,71,Etheridge,5.4,False,1,a,5,97,0.0,73,443553,5389,257079,1189,1.0,16.2,Etheridge,1
0,0,0,None,None,0,45220,0,0,-2,2,0.0,0,0,1,-0.5,0.0,0,Alex,0.0,0,0,0.0,89,False,0.0,0,0,0,0,0,,None,43,0,0,0,45220.jpg,0.0,0,0,Smithies,0.1,False,12,a,5,97,0.0,0,1777,17,5200,19,0.0,0.0,Smithies,0
4,2,278,100,100,4,49982,0,0,-3,3,160.6,0,0,2,3.3,3.8,6,Sean,3.8,38,0,82.8,90,False,387.0,0,0,0,0,1689,,2018-11-10T15:01:14Z,47,0,0,0,49982.jpg,2.7,0,0,Morrison,0.5,False,4,a,5,97,280.0,52,29218,662,36850,440,0.8,11.1,Morrison,2
1,7,297,None,None,4,19523,0,0,0,0,34.9,1,0,2,2.3,2.8,5,Sol,2.8,33,2,76.7,91,False,511.2,0,0,0,0,1620,,None,45,0,0,0,19523.jpg,3.3,0,0,Bamba,1.8,False,22,a,5,97,220.0,59,125435,1288,76766,1560,0.6,13.1,Bamba,3
1,0,283,None,None,4,49382,0,0,-1,1,97.5,0,0,2,2.2,2.7,6,Bruno,2.7,38,0,49.0,92,False,358.8,0,0,0,0,1710,,None,44,0,0,0,49382.jpg,2.3,0,0,Ecuele Manga,0.1,False,5,a,5,97,31.0,43,5954,146,6775,56,0.6,9.8,Ecuele Manga,0
0,0,0,None,None,0,27698,0,0,-2,2,0.0,0,0,2,-0.5,0.0,0,Matthew,0.0,0,0,0.0,93,False,0.0,0,0,0,0,0,,None,38,0,0,0,27698.jpg,0.0,0,0,Connolly,1.3,False,16,a,5,97,0.0,0,41399,1420,61622,829,0.0,0.0,Connolly,0
1,2,206,100,75,4,56981,0,0,-1,1,148.4,0,0,2,1.5,1.5,6,Joe,2.0,22,0,37.5,94,False,209.6,0,0,0,0,1138,,2018-12-26T14:01:16Z,44,0,0,0,56981.jpg,2.8,0,0,Bennett,0.5,False,3,a,5,97,16.0,36,48870,67,45798,187,0.5,8.2,Bennett,1
0,0,42,100,100,1,38716,0,0,-2,2,13.4,0,0,2,0.7,1.2,6,Lee,1.2,6,0,6.9,95,False,53.6,0,0,0,0,281,,2018-11-10T12:31:14Z,38,0,0,0,38716.jpg,1.6,0,0,Peltier,3.7,False,2,a,5,97,2.0,8,213794,12517,225960,2226,0.3,2.1,Peltier,1
0,0,11,0,0,0,73459,0,0,-1,1,1.5,0,0,2,0.0,0.0,0,Ashley Darel Jazz,0.0,4,0,1.5,96,False,12.2,0,0,0,0,97,Lack of match fitness - Unknown return date,2018-11-02T12:01:13Z,39,0,0,0,73459.jpg,0.3,0,0,Richards,0.6,False,6,i,5,97,0.0,1,21330,52,40047,315,0.0,0.3,Jazz Richards,0
0,0,0,0,0,0,14927,0,0,0,0,0.0,0,0,2,0.0,0.0,0,Greg,0.0,0,0,0.0,97,False,0.0,0,0,0,0,0,Contract expired,2018-07-09T09:22:51Z,40,0,0,0,14927.jpg,0.0,0,0,Halford,0.0,False,None,u,5,97,0.0,0,516,1,1324,15,0.0,0.0,Halford,0
0,0,127,100,100,3,104073,0,0,-3,3,205.4,0,0,3,0.5,1.0,3,Joe,1.0,24,0,49.1,98,False,165.6,0,0,0,0,1091,,2018-10-06T17:31:14Z,47,0,1,0,104073.jpg,1.5,1,0,Ralls,0.1,False,8,a,5,97,122.0,23,8715,53,23247,53,0.2,4.9,Ralls,2
1,1,107,100,100,2,49806,0,0,-5,5,111.2,0,0,3,3.2,3.7,2,David Junior,3.7,29,2,41.8,99,False,148.2,0,0,0,0,1081,,2018-10-06T14:01:16Z,50,0,0,0,49806.jpg,2.6,0,0,Hoilett,0.1,False,33,a,5,97,164.0,41,4232,44,19639,96,0.7,8.2,Hoilett,3
0,0,27,25,25,1,76360,0,0,-2,2,26.4,0,0,3,0.1,0.2,0,Nathaniel,0.8,3,0,13.3,100,False,22.4,0,0,0,0,220,,2018-08-25T18:01:15Z,48,0,0,0,76360.jpg,1.5,0,0,Mendez-Laing,0.0,False,19,a,5,97,83.0,9,605,8,3515,17,0.2,1.9,Mendez-Laing,0
1,4,168,None,None,2,122797,0,0,-3,3,203.5,1,0,3,2.2,2.7,0,Callum,2.7,27,4,80.8,101,False,206.0,0,0,0,0,1217,,None,52,0,0,0,122797.jpg,3.6,0,0,Paterson,1.1,False,13,a,5,97,400.0,57,128371,366,75922,4025,0.5,11.0,Paterson,2
0,3,117,100,100,1,49845,0,0,-1,1,85.8,1,0,3,2.7,3.2,1,Aron,3.2,18,1,28.3,102,False,141.2,0,0,0,0,848,,2018-10-20T16:31:16Z,44,0,0,0,49845.jpg,2.5,0,0,Gunnarsson,0.9,False,17,a,5,97,56.0,28,49566,1253,68977,1388,0.7,6.4,Gunnarsson,2
0,0,0,0,0,0,40451,0,0,-1,1,0.0,0,0,3,0.0,0.0,0,Anthony,0.0,0,0,0.0,103,False,0.0,0,0,0,0,0,Not in Squad,2018-09-06T06:33:08Z,44,0,0,0,40451.jpg,0.0,0,0,Pilkington,0.1,False,None,u,5,97,0.0,0,2491,0,11492,31,0.0,0.0,Pilkington,0
0,0,6,None,None,0,54527,0,0,-2,2,1.0,0,0,3,-0.5,0.0,0,Loïc,0.0,2,0,0.9,104,False,0.6,0,0,0,0,21,,None,43,0,0,0,54527.jpg,1.0,0,0,Damour,0.1,False,20,a,5,97,8.0,2,2715,52,3953,55,0.0,0.5,Damour,0
0,0,54,0,0,0,75826,0,0,-2,2,56.4,0,0,3,0.0,0.0,0,Danny,0.0,9,1,17.8,105,False,60.2,0,0,0,0,321,Knock - Unknown return date,2018-12-07T12:31:15Z,43,0,0,0,75826.jpg,1.9,0,0,Ward,0.3,False,9,i,5,97,63.0,17,34158,36,39329,274,0.0,4.0,Ward,0
0,1,106,100,100,3,114245,0,0,-2,2,127.6,0,0,3,1.8,2.3,0,Josh,2.3,18,3,66.2,106,False,162.8,0,0,0,0,1031,,2018-10-27T14:01:13Z,48,0,0,0,114245.jpg,2.9,0,0,Murphy,0.5,False,11,a,5,97,378.0,46,60615,123,50644,980,0.5,9.6,Murphy,0
0,0,13,100,100,1,82078,0,0,-4,4,71.3,0,0,4,-0.3,0.2,0,Kenneth,0.2,7,0,23.6,107,False,22.8,0,0,0,0,287,,2018-12-15T14:01:16Z,46,0,0,0,82078.jpg,1.3,0,0,Zohore,0.3,False,10,a,5,97,142.0,9,20971,162,48164,149,0.0,2.0,Zohore,0
0,0,0,0,0,0,114054,0,0,0,0,0.0,0,0,4,0.0,0.0,0,Omar,0.0,0,0,0.0,108,False,0.0,0,0,0,0,0,Season-long loan to Birmingham City,2018-08-08T08:43:30Z,45,0,0,0,114054.jpg,0.0,0,0,Bogle,0.1,False,30,u,5,97,0.0,0,1367,13,11218,35,0.0,0.0,Bogle,0
0,0,13,100,75,0,45196,0,0,-1,1,1.5,0,0,4,-0.5,0.0,0,Gary,0.0,3,0,1.0,109,False,2.0,0,0,0,0,32,,2018-12-26T14:01:16Z,44,0,0,0,45196.jpg,1.0,0,0,Madine,1.1,False,24,a,5,97,8.0,5,77702,953,97759,874,0.0,1.1,Madine,0
2,4,123,None,None,1,96994,0,0,-3,3,130.8,1,0,4,1.5,2.0,2,Bobby,2.0,16,2,51.3,110,False,137.2,0,0,0,0,747,,None,52,0,0,0,96994.jpg,2.9,0,0,Reid,0.6,False,14,a,5,97,247.0,40,67286,887,75752,734,0.4,7.7,Reid,0
0,0,46,100,100,0,80792,0,0,-3,3,51.9,0,0,2,-0.7,-0.2,0,Greg,-0.2,14,0,14.5,467,False,79.8,0,0,0,0,450,,2018-12-22T16:31:16Z,42,0,0,0,80792.jpg,0.4,0,0,Cunninghamm,0.0,False,18,a,5,97,12.0,2,632,19,3751,9,0.0,0.5,Cunningham,3
2,2,226,None,None,4,175946,0,0,1,-1,521.3,0,0,3,3.0,3.5,2,Víctor,3.5,36,2,103.1,504,False,297.8,0,0,0,0,1581,,None,46,0,0,0,175946.jpg,3.0,0,0,Camarasa,1.9,False,21,a,5,97,211.0,54,186817,4717,83482,2539,0.8,11.7,Camarasa,4
1,0,69,None,None,1,78911,0,0,0,0,72.9,0,0,3,0.7,1.2,3,Kadeem,1.2,5,1,21.6,535,False,73.8,0,0,0,0,334,,None,45,0,0,0,78911.jpg,2.1,0,0,Harris,0.0,False,23,a,5,97,70.0,21,2402,58,1635,29,0.3,4.7,Harris,1
0,0,0,None,None,0,10589,0,0,0,0,0.0,0,0,1,-0.5,0.0,0,Brian,0.0,0,0,0.0,537,False,0.0,0,0,0,0,0,,None,40,0,0,0,10589.jpg,0.0,0,0,Murphy,0.2,False,28,a,5,97,0.0,0,13442,63,5619,79,0.0,0.0,Brian Murphy,0
0,0,0,0,0,0,60772,0,0,0,0,0.0,0,0,1,0.0,0.0,0,Thibaut,0.0,0,0,0.0,111,False,0.0,0,0,0,0,0,Transferred to Real Madrid,2018-08-09T06:49:10Z,55,0,0,0,60772.jpg,0.0,0,0,Courtois,0.5,False,13,u,6,8,0.0,0,305,0,54331,48,0.0,0.0,Courtois,0
0,0,0,None,None,0,20310,0,0,-3,3,0.0,0,0,1,1.0,0.5,0,Willy,0.0,0,0,0.0,112,False,0.0,0,0,0,0,0,,None,47,0,0,0,20310.jpg,0.0,0,0,Caballero,0.1,False,13,a,6,8,0.0,0,1544,28,7144,41,0.0,0.0,Caballero,0
2,4,433,None,None,8,41328,0,0,-2,2,294.6,0,0,2,4.3,3.8,2,César,3.3,16,0,79.2,113,False,411.2,0,0,0,0,1710,,None,63,0,0,0,41328.jpg,3.9,0,0,Azpilicueta,9.7,False,28,a,6,8,83.0,75,180130,1964,490316,6005,0.5,11.9,Azpilicueta,1
0,0,3,100,100,0,19419,0,0,-4,4,0.0,0,0,2,1.0,0.5,0,Gary,0.0,0,0,0.3,114,False,2.8,0,0,0,0,21,,2018-12-22T14:01:16Z,51,0,0,0,19419.jpg,1.0,0,0,Cahill,0.6,False,24,a,6,8,0.0,1,4944,50,52136,121,0.0,0.2,Cahill,0
7,14,431,None,None,8,82263,0,0,4,-4,296.0,3,0,2,3.8,3.3,2,Marcos,2.8,16,1,90.9,115,True,351.2,0,0,0,0,1697,,None,69,0,0,0,82263.jpg,5.5,0,0,Alonso,43.0,False,3,a,6,8,260.0,104,1990376,5220,754444,46353,0.4,15.1,Alonso,3
0,9,386,100,100,8,41270,0,0,3,-3,143.4,1,0,2,5.5,5.0,2,David,4.5,14,1,70.8,116,False,401.4,0,0,0,0,1620,,2018-07-05T14:31:07Z,58,0,0,0,41270.jpg,4.4,0,0,Luiz Moreira Marinho,10.0,False,30,a,6,8,165.0,79,615000,10509,303177,12245,0.8,13.6,David Luiz,1
0,0,3,75,75,0,49013,0,0,-4,4,12.7,0,0,2,0.8,0.4,0,Victor,0.0,1,0,2.0,117,False,1.2,0,0,0,0,26,Knock - 75% chance of playing,2018-12-12T19:31:19Z,56,0,0,0,49013.jpg,1.0,0,0,Moses,1.4,False,15,d,6,8,6.0,2,6142,4,158180,351,0.0,0.4,Moses,0
1,6,380,100,100,8,102380,0,0,0,0,95.4,1,0,2,4.3,3.8,2,Antonio,3.3,16,1,63.9,118,False,335.6,0,0,0,0,1688,,2018-10-20T11:31:16Z,60,0,0,0,102380.jpg,4.1,0,0,Rüdiger,5.0,False,2,a,6,8,206.0,78,312533,1865,219906,5621,0.6,13.0,Rüdiger,3
0,0,11,0,0,0,135363,0,0,-5,5,2.5,0,0,2,0.0,0.0,0,Andreas,0.0,2,0,1.8,119,False,15.8,0,0,0,0,90,Hamstring injury - Expected back 30 Dec,2018-12-20T12:31:15Z,50,0,0,0,135363.jpg,0.0,0,0,Christensen,0.4,False,27,i,6,8,0.0,0,3155,10,50226,177,0.0,0.0,Christensen,1
